Geo Point;Geo Shape;gml_id;GID;GEOM_O;IDENT;NUMERO;GROUPE;NUMORDRE;LIBELLE;VEHICULE;SOURCE;TYPE;ACTIF;VOIRIE;INSEE;CDATE;MDATE
44.871669, -0.734457;"{""coordinates"": [-0.734457, 44.871669], ""type"": ""Point""}";SV_ARRET_P.1477;1477;0;B_SNP53_R;2497;B_SNP53;2;La Poudrerie;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;2012-09-03T02:00:00+02:00;2002-10-14T02:00:00+02:00
44.840859, -0.580947;"{""coordinates"": [-0.580947, 44.840859], ""type"": ""Point""}";SV_ARRET_P.1445;1445;0;B_GAM04_A;2444;B_GAM04;1;Gambetta;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;2004-08-30T02:00:00+02:00;2020-02-17T01:00:00+01:00
44.861183, -0.585452;"{""coordinates"": [-0.585452, 44.861183], ""type"": ""Point""}";SV_ARRET_P.1890;1890;0;B_BGO15_R;3152;B_BGO15;2;Grand Parc;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2013-03-18T01:00:00+01:00;2013-03-18T01:00:00+01:00
44.893179, -0.552856;"{""coordinates"": [-0.552856, 44.893179], ""type"": ""Point""}";SV_ARRET_P.909;909;0;B_CRU31_A;1479;B_CRU31;1;Cruchet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-09-09T02:00:00+02:00;1999-09-09T02:00:00+02:00
44.91106, -0.60736;"{""coordinates"": [-0.60736, 44.91106], ""type"": ""Point""}";SV_ARRET_P.2033;2033;0;B_FOR58_R;3419;B_FOR58;2;Saint-Exupéry;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33056;2008-03-25T01:00:00+01:00;2000-09-01T02:00:00+02:00
44.893903, -0.500684;"{""coordinates"": [-0.500684, 44.893903], ""type"": ""Point""}";SV_ARRET_P.1091;1091;0;B_CBL93_A;1785;B_CBL93;1;Carbon Blanc Centre;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE_ACCESS;33096;2000-10-20T02:00:00+02:00;2016-08-25T02:00:00+02:00
44.841635, -0.509008;"{""coordinates"": [-0.509008, 44.841635], ""type"": ""Point""}";SV_ARRET_P.266;266;0;B_SAT06_R;444;B_SAT06;2;Satie;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;2000-01-28T01:00:00+01:00;2000-01-28T01:00:00+01:00
44.825985, -0.527329;"{""coordinates"": [-0.527329, 44.825985], ""type"": ""Point""}";SV_ARRET_P.2709;2709;0;B_ALF10_R;5927;B_ALF10;2;Arena;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33167;2018-01-08T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.782727, -0.688137;"{""coordinates"": [-0.688137, 44.782727], ""type"": ""Point""}";SV_ARRET_P.1625;1625;0;B_POU46_A;2768;B_POU46;1;Poudrière;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.824275, -0.624489;"{""coordinates"": [-0.624489, 44.824275], ""type"": ""Point""}";SV_ARRET_P.1932;1932;0;B_ABR48_R;3215;B_ABR48;2;Aristide Briand;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33281;1999-11-25T01:00:00+01:00;2006-01-16T01:00:00+01:00
44.789668, -0.687289;"{""coordinates"": [-0.687289, 44.789668], ""type"": ""Point""}";SV_ARRET_P.633;633;0;B_PIC84_R;1010;B_PIC84;2;Picardie;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-08-30T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.899917, -0.507899;"{""coordinates"": [-0.507899, 44.899917], ""type"": ""Point""}";SV_ARRET_P.1317;1317;0;B_COM95_R;2181;B_COM95;2;Collège Manon Cormier;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33032;2000-10-20T02:00:00+02:00;2005-06-06T02:00:00+02:00
44.826665, -0.572545;"{""coordinates"": [-0.572545, 44.826665], ""type"": ""Point""}";SV_ARRET_P.1422;1422;0;B_SNI20_A;2397;B_SNI20;1;Saint-Nicolas;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;1999-07-16T02:00:00+02:00;2003-02-18T01:00:00+01:00
44.922892, -0.465306;"{""coordinates"": [-0.465306, 44.922892], ""type"": ""Point""}";SV_ARRET_P.2765;2765;0;B_LRICO;6337;B_LRICO;1;La Ricodonne;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.809755, -0.562531;"{""coordinates"": [-0.562531, 44.809755], ""type"": ""Point""}";SV_ARRET_P.471;471;0;B_NOU22_R;754;B_NOU22;2;Nouzarède;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33039;1999-11-17T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.936627, -0.480861;"{""coordinates"": [-0.480861, 44.936627], ""type"": ""Point""}";SV_ARRET_P.1082;1082;0;B_MIC93_R;1774;B_MIC93;2;Mickaëlis;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33003;2000-10-20T02:00:00+02:00;2006-01-23T01:00:00+01:00
44.833725, -0.59863;"{""coordinates"": [-0.59863, 44.833725], ""type"": ""Point""}";SV_ARRET_P.1071;1071;0;B_PECH9_A;1758;B_PECH9;1;Barrière Saint-Augustin;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;2011-07-09T02:00:00+02:00;1997-08-21T02:00:00+02:00
44.819472, -0.544174;"{""coordinates"": [-0.544174, 44.819472], ""type"": ""Point""}";SV_ARRET_P.434;434;0;B_SNC02_A;695;B_SNC02;1;Cité SNCF;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;1999-07-05T02:00:00+02:00;1999-07-05T02:00:00+02:00
44.7811, -0.536521;"{""coordinates"": [-0.536521, 44.7811], ""type"": ""Point""}";SV_ARRET_P.2913;2913;0;B_PDL36_R;7002;B_PDL36;2;Pas de la Côte;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33550;2013-09-02T02:00:00+02:00;2015-08-31T02:00:00+02:00
44.875156, -0.554199;"{""coordinates"": [-0.554199, 44.875156], ""type"": ""Point""}";SV_ARRET_P.1505;1505;0;B_PMAR9T;2550;B_PMAR9T;1;Place Maran;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;1999-07-12T02:00:00+02:00;2010-02-22T01:00:00+01:00
44.875608, -0.639229;"{""coordinates"": [-0.639229, 44.875608], ""type"": ""Point""}";SV_ARRET_P.3137;3137;0;B_DER05_A;7936;B_DER05;1;Le Derby;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33162;2017-01-23T01:00:00+01:00;2017-01-23T01:00:00+01:00
44.873865, -0.492671;"{""coordinates"": [-0.492671, 44.873865], ""type"": ""Point""}";SV_ARRET_P.239;239;0;B_CHE67_A;401;B_CHE67;1;Chevreuils;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33013;2000-05-03T02:00:00+02:00;2000-05-03T02:00:00+02:00
44.86941, -0.57623;"{""coordinates"": [-0.57623, 44.86941], ""type"": ""Point""}";SV_ARRET_P.1190;1190;0;B_PRE38_R;1962;B_PRE38;2;Cracovie;BUS;SAEIV_BUS;DELESTAGE;0;CHAUSSEE;33075;2021-08-30T02:00:00+02:00;2021-08-30T02:00:00+02:00
44.869899, -0.497823;"{""coordinates"": [-0.497823, 44.869899], ""type"": ""Point""}";SV_ARRET_P.130;130;0;B_GVE67_A;226;B_GVE67;1;Grand Veneur;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33013;2000-05-03T02:00:00+02:00;2000-05-03T02:00:00+02:00
44.879936, -0.607425;"{""coordinates"": [-0.607425, 44.879936], ""type"": ""Point""}";SV_ARRET_P.1334;1334;0;B_PGA57_R;2211;B_PGA57;2;Pont du Gail;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33075;2000-09-19T02:00:00+02:00;2000-09-19T02:00:00+02:00
44.84055, -0.552426;"{""coordinates"": [-0.552426, 44.84055], ""type"": ""Point""}";SV_ARRET_P.182;182;0;B_LEN05_A;317;B_LEN05;1;Collège L. Lenoir;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2004-01-13T01:00:00+01:00;2014-07-01T02:00:00+02:00
44.867807, -0.519515;"{""coordinates"": [-0.519515, 44.867807], ""type"": ""Point""}";SV_ARRET_P.1679;1679;0;B_CEN38_R;2836;B_CEN38;2;Centre Commercial (4 Pavillons);BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;1999-09-09T02:00:00+02:00;1999-09-09T02:00:00+02:00
44.873375, -0.590754;"{""coordinates"": [-0.590754, 44.873375], ""type"": ""Point""}";SV_ARRET_P.1140;1140;0;B_JJA27_R;1868;B_JJA27;2;La Vache;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33075;2015-11-02T01:00:00+01:00;2017-07-28T02:00:00+02:00
44.888783, -0.516825;"{""coordinates"": [-0.516825, 44.888783], ""type"": ""Point""}";SV_ARRET_P.3078;3078;0;B_GAR07_R;7671;B_GAR07;2;La Gardette (Bassens - Carbon Blanc);BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33096;2026-05-17T02:00:00+02:00;2015-11-16T01:00:00+01:00
44.88075, -0.606793;"{""coordinates"": [-0.606793, 44.88075], ""type"": ""Point""}";SV_ARRET_P.3330;3330;0;B_PGA29_A;9044;B_PGA29;1;Pont du Gail;BUS;SAEIV_BUS;CLASSIQUE;0;AUTRE;33075;2021-07-05T02:00:00+02:00;2021-07-05T02:00:00+02:00
44.836635, -0.692699;"{""coordinates"": [-0.692699, 44.836635], ""type"": ""Point""}";SV_ARRET_P.3338;3338;0;B_LIN01_R;9052;B_LIN01;2;Lindbergh;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33281;2021-10-05T02:00:00+02:00;2021-10-05T02:00:00+02:00
44.959683, -0.615188;"{""coordinates"": [-0.615188, 44.959683], ""type"": ""Point""}";SV_ARRET_P.3351;3351;0;B_LANDEP;9068;B_LANDEP;1;Bourdillot;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33312;2022-02-14T01:00:00+01:00;2022-02-14T01:00:00+01:00
44.92691, -0.622704;"{""coordinates"": [-0.622704, 44.92691], ""type"": ""Point""}";SV_ARRET_P.3374;3374;0;B_COU22_A;9116;B_COU22;1;Cournalet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33056;2023-02-20T01:00:00+01:00;2023-02-20T01:00:00+01:00
44.782775, -0.593697;"{""coordinates"": [-0.593697, 44.782775], ""type"": ""Point""}";SV_ARRET_P.483;483;0;B_BOB41_A;776;B_BOB41;1;Bobet;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33192;1999-11-24T01:00:00+01:00;2020-06-15T02:00:00+02:00
44.872898, -0.559404;"{""coordinates"": [-0.559404, 44.872898], ""type"": ""Point""}";SV_ARRET_P.312;312;0;B_TOUR9_R;516;B_TOUR9;2;Base sous-marine;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;2019-08-31T02:00:00+02:00;2019-08-31T02:00:00+02:00
44.991362, -0.543273;"{""coordinates"": [-0.543273, 44.991362], ""type"": ""Point""}";SV_ARRET_P.757;757;0;B_JAM91_R;1211;B_JAM91;2;Jamois;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33004;2000-10-20T02:00:00+02:00;2006-04-11T02:00:00+02:00
44.863876, -0.66052;"{""coordinates"": [-0.66052, 44.863876], ""type"": ""Point""}";SV_ARRET_P.1778;1778;0;B_GUY52_R;2991;B_GUY52;2;Saint-Exupéry;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33162;1999-08-27T02:00:00+02:00;1999-08-27T02:00:00+02:00
44.958394, -0.500088;"{""coordinates"": [-0.500088, 44.958394], ""type"": ""Point""}";SV_ARRET_P.1229;1229;0;B_GRO93_R;2029;B_GRO93;2;Les Garouilles;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.841887, -0.659897;"{""coordinates"": [-0.659897, 44.841887], ""type"": ""Point""}";SV_ARRET_P.1034;1034;0;B_JMA73_A;1699;B_JMA73;1;Jean Macé;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33281;1999-08-04T02:00:00+02:00;2008-04-10T02:00:00+02:00
44.859733, -0.4924;"{""coordinates"": [-0.4924, 44.859733], ""type"": ""Point""}";SV_ARRET_P.282;282;0;B_MAR64_A;465;B_MAR64;1;Mairie d'Artigues;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33013;2000-04-25T02:00:00+02:00;2011-10-29T02:00:00+02:00
44.796562, -0.602642;"{""coordinates"": [-0.602642, 44.796562], ""type"": ""Point""}";SV_ARRET_P.291;291;0;B_EMA42_A;475;B_EMA42;1;Ecole de Management;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33522;2001-11-12T01:00:00+01:00;2001-11-12T01:00:00+01:00
44.94198, -0.495895;"{""coordinates"": [-0.495895, 44.94198], ""type"": ""Point""}";SV_ARRET_P.249;249;0;B_LHZ93_A;413;B_LHZ93;1;Stade Lachaze;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.841925, -0.595355;"{""coordinates"": [-0.595355, 44.841925], ""type"": ""Point""}";SV_ARRET_P.784;784;0;B_LAR16_R;1259;B_LAR16;2;Lartigue;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-07-16T02:00:00+02:00;1999-07-16T02:00:00+02:00
44.781074, -0.655329;"{""coordinates"": [-0.655329, 44.781074], ""type"": ""Point""}";SV_ARRET_P.783;783;0;B_EUR44_A;1258;B_EUR44;1;Europarc;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-07-30T02:00:00+02:00;1999-07-30T02:00:00+02:00
44.927748, -0.50331;"{""coordinates"": [-0.50331, 44.927748], ""type"": ""Point""}";SV_ARRET_P.1033;1033;0;B_BOI94_A;1698;B_BOI94;1;Bois Vert;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.823065, -0.624426;"{""coordinates"": [-0.624426, 44.823065], ""type"": ""Point""}";SV_ARRET_P.1186;1186;0;B_SBE48_R;1957;B_SBE48;2;Sainte-Bernadette;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33281;1999-11-25T01:00:00+01:00;1997-11-21T01:00:00+01:00
44.816609, -0.618603;"{""coordinates"": [-0.618603, 44.816609], ""type"": ""Point""}";SV_ARRET_P.161;161;0;B_FAU47_R;281;B_FAU47;2;Fauré;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-08-23T02:00:00+02:00;1999-08-23T02:00:00+02:00
44.860717, -0.642572;"{""coordinates"": [-0.642572, 44.860717], ""type"": ""Point""}";SV_ARRET_P.516;516;0;B_GLO36_R;833;B_GLO36;2;Le Grand Louis;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33281;1999-10-14T02:00:00+02:00;2010-02-22T01:00:00+01:00
44.859974, -0.726543;"{""coordinates"": [-0.726543, 44.859974], ""type"": ""Point""}";SV_ARRET_P.2422;2422;0;B_DAR71_R;5329;B_DAR71;2;Darwin;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;2007-07-05T02:00:00+02:00;2007-07-05T02:00:00+02:00
44.827515, -0.561226;"{""coordinates"": [-0.561226, 44.827515], ""type"": ""Point""}";SV_ARRET_P.254;254;0;B_MALB09;420;B_MALB09;1;Peyronnet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2023-09-04T02:00:00+02:00;2018-01-05T01:00:00+01:00
44.87243, -0.664044;"{""coordinates"": [-0.664044, 44.87243], ""type"": ""Point""}";SV_ARRET_P.2238;2238;0;B_HOR52_A;3988;B_HOR52;1;Bel Air;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33162;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
45.025501, -0.575828;"{""coordinates"": [-0.575828, 45.025501], ""type"": ""Point""}";SV_ARRET_P.92;92;0;B_PLO92_R;164;B_PLO92;2;Port Lopès;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33004;2000-10-20T02:00:00+02:00;2006-02-27T01:00:00+01:00
44.832999, -0.59296;"{""coordinates"": [-0.59296, 44.832999], ""type"": ""Point""}";SV_ARRET_P.3373;3373;0;B_SBGAV_R;9115;B_SBGAV;2;Gaviniès;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2023-09-04T02:00:00+02:00;2023-01-09T01:00:00+01:00
44.836013, -0.587833;"{""coordinates"": [-0.587833, 44.836013], ""type"": ""Point""}";SV_ARRET_P.3281;3281;0;B_PRE26_A;8821;B_PRE26;1;Patinoire;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2020-03-02T01:00:00+01:00;2020-03-02T01:00:00+01:00
44.843645, -0.586771;"{""coordinates"": [-0.586771, 44.843645], ""type"": ""Point""}";SV_ARRET_P.1179;1179;0;B_SEU51_A;1943;B_SEU51;1;Saint-Seurin;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2015-08-31T02:00:00+02:00;2015-08-31T02:00:00+02:00
44.896993, -0.781175;"{""coordinates"": [-0.781175, 44.896993], ""type"": ""Point""}";SV_ARRET_P.1829;1829;0;B_TISS_A;3063;B_TISS;1;Issac;BUS;SAEIV_BUS;CLASSIQUE;1;HS_INTEGRAL;33449;2010-02-22T01:00:00+01:00;2005-12-09T01:00:00+01:00
44.802713, -0.663282;"{""coordinates"": [-0.663282, 44.802713], ""type"": ""Point""}";SV_ARRET_P.1708;1708;0;B_AND80_R;2884;B_AND80;2;Le Trinquet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;2015-06-22T02:00:00+02:00;2023-09-04T02:00:00+02:00
44.873431, -0.705559;"{""coordinates"": [-0.705559, 44.873431], ""type"": ""Point""}";SV_ARRET_P.1480;1480;0;B_MIN71_R;2501;B_MIN71;2;Clairière de Mingot;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;1999-08-27T02:00:00+02:00;1999-08-27T02:00:00+02:00
44.872295, -0.678733;"{""coordinates"": [-0.678733, 44.872295], ""type"": ""Point""}";SV_ARRET_P.3371;3371;0;B_JJA84_A;9111;B_JJA84;1;Jean Jaurès;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33200;2022-11-02T01:00:00+01:00;2022-11-02T01:00:00+01:00
44.902239, -0.579496;"{""coordinates"": [-0.579496, 44.902239], ""type"": ""Point""}";SV_ARRET_P.3364;3364;0;B_BBX37_A;9100;B_BBX37;1;Bois de Bordeaux;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2022-08-29T02:00:00+02:00;2022-08-29T02:00:00+02:00
44.836108, -0.583203;"{""coordinates"": [-0.583203, 44.836108], ""type"": ""Point""}";SV_ARRET_P.3366;3366;0;B_JUS20_A;9102;B_JUS20;1;Palais de Justice;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2026-05-17T02:00:00+02:00;2022-08-22T02:00:00+02:00
44.830344, -0.700815;"{""coordinates"": [-0.700815, 44.830344], ""type"": ""Point""}";SV_ARRET_P.3357;3357;0;B_AEROG1;9080;B_AEROG1;1;Aéroport;BUS;SAEIV_BUS;CLASSIQUE;0;AUTRE;33281;2022-07-04T02:00:00+02:00;2022-07-04T02:00:00+02:00
44.897933, -0.721177;"{""coordinates"": [-0.721177, 44.897933], ""type"": ""Point""}";SV_ARRET_P.3359;3359;0;B_PRO03_A;9082;B_PRO03;1;Proust;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33449;2022-07-04T02:00:00+02:00;2022-07-04T02:00:00+02:00
44.82241, -0.559408;"{""coordinates"": [-0.559408, 44.82241], ""type"": ""Point""}";SV_ARRET_P.3363;3363;0;B_BAU10_R;9088;B_BAU10;2;Bauducheu;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;2022-07-04T02:00:00+02:00;2022-07-04T02:00:00+02:00
44.893577, -0.763673;"{""coordinates"": [-0.763673, 44.893577], ""type"": ""Point""}";SV_ARRET_P.1481;1481;0;B_HIP53_A;2503;B_HIP53;1;Belfort;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33449;1999-08-27T02:00:00+02:00;1999-08-27T02:00:00+02:00
44.924197, -0.730521;"{""coordinates"": [-0.730521, 44.924197], ""type"": ""Point""}";SV_ARRET_P.2504;2504;0;B_MOU30_A;5550;B_MOU30;1;Mounic;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33376;2008-09-01T02:00:00+02:00;2021-01-25T01:00:00+01:00
44.877162, -0.578422;"{""coordinates"": [-0.578422, 44.877162], ""type"": ""Point""}";SV_ARRET_P.3155;3155;0;B_BX15_R;8062;B_BX15;2;Bordeaux Plage;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33075;2017-09-02T02:00:00+02:00;2017-09-02T02:00:00+02:00
44.888219, -0.637271;"{""coordinates"": [-0.637271, 44.888219], ""type"": ""Point""}";SV_ARRET_P.1756;1756;0;B_HBL56_R;2960;B_HBL56;2;Horizons Bleus;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33162;1999-09-02T02:00:00+02:00;1999-09-02T02:00:00+02:00
44.89788, -0.571781;"{""coordinates"": [-0.571781, 44.89788], ""type"": ""Point""}";SV_ARRET_P.2292;2292;0;B_ASP37_A;4128;B_ASP37;1;Antennes Sportives;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.922851, -0.501393;"{""coordinates"": [-0.501393, 44.922851], ""type"": ""Point""}";SV_ARRET_P.2190;2190;0;B_CIB92_A;3901;B_CIB92;1;Cité Bel Air;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33003;2004-07-03T02:00:00+02:00;2006-05-22T02:00:00+02:00
44.841414, -0.669304;"{""coordinates"": [-0.669304, 44.841414], ""type"": ""Point""}";SV_ARRET_P.586;586;0;B_PER50_R;947;B_PER50;2;Perrin;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33281;1999-08-04T02:00:00+02:00;1999-08-04T02:00:00+02:00
44.954482, -0.496997;"{""coordinates"": [-0.496997, 44.954482], ""type"": ""Point""}";SV_ARRET_P.1133;1133;0;B_PNO93_R;1851;B_PNO93;2;Paulin de Nole;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.792132, -0.581943;"{""coordinates"": [-0.581943, 44.792132], ""type"": ""Point""}";SV_ARRET_P.304;304;0;B_SOU21_R;503;B_SOU21;2;Parc Sourreil;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33550;2007-11-19T01:00:00+01:00;2007-04-15T02:00:00+02:00
44.866389, -0.623233;"{""coordinates"": [-0.623233, 44.866389], ""type"": ""Point""}";SV_ARRET_P.67;67;0;B_PFR54_R;126;B_PFR54;2;Pins-Francs;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;1999-08-11T02:00:00+02:00;2006-01-17T01:00:00+01:00
44.950909, -0.467394;"{""coordinates"": [-0.467394, 44.950909], ""type"": ""Point""}";SV_ARRET_P.2210;2210;0;B_CPA94_A;3941;B_CPA94;1;Clos Palu;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33487;2004-07-03T02:00:00+02:00;2005-07-07T02:00:00+02:00
44.801875, -0.681482;"{""coordinates"": [-0.681482, 44.801875], ""type"": ""Point""}";SV_ARRET_P.1509;1509;0;B_LVE46_A;2559;B_LVE46;1;Lino Ventura;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33318;1999-08-23T02:00:00+02:00;1999-08-23T02:00:00+02:00
44.802636, -0.641287;"{""coordinates"": [-0.641287, 44.802636], ""type"": ""Point""}";SV_ARRET_P.832;832;0;B_RON45_R;1339;B_RON45;2;Ronsard;BUS;SAEIV_BUS;CLASSIQUE;0;HS_SEMI_INTEGRE;33318;1999-08-30T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.876246, -0.581964;"{""coordinates"": [-0.581964, 44.876246], ""type"": ""Point""}";SV_ARRET_P.2358;2358;0;B_RMA36_R;5010;B_RMA36;2;Manaud;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33075;2005-12-13T01:00:00+01:00;2016-12-09T01:00:00+01:00
44.793492, -0.687314;"{""coordinates"": [-0.687314, 44.793492], ""type"": ""Point""}";SV_ARRET_P.2395;2395;0;B_LAN46_R;5288;B_LAN46;2;Flandres;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33318;2007-07-05T02:00:00+02:00;2007-07-05T02:00:00+02:00
44.838526, -0.617571;"{""coordinates"": [-0.617571, 44.838526], ""type"": ""Point""}";SV_ARRET_P.457;457;0;B_MON50_R;730;B_MON50;2;Mondésir Poste;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33281;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
45.008989, -0.528316;"{""coordinates"": [-0.528316, 45.008989], ""type"": ""Point""}";SV_ARRET_P.1720;1720;0;B_ESC91_A;2902;B_ESC91;1;Escarraguel;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33004;2010-02-22T01:00:00+01:00;2006-01-03T01:00:00+01:00
44.84013, -0.516982;"{""coordinates"": [-0.516982, 44.84013], ""type"": ""Point""}";SV_ARRET_P.746;746;0;B_CAS32_A;1191;B_CAS32;1;Castés;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;1999-07-15T02:00:00+02:00;1999-07-15T02:00:00+02:00
44.798064, -0.551929;"{""coordinates"": [-0.551929, 44.798064], ""type"": ""Point""}";SV_ARRET_P.1923;1923;0;B_DO323_R;3203;B_DO323;2;Gare de Bègles;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33039;2015-03-16T01:00:00+01:00;2013-10-08T02:00:00+02:00
44.909793, -0.499037;"{""coordinates"": [-0.499037, 44.909793], ""type"": ""Point""}";SV_ARRET_P.2119;2119;0;B_JFE95_A;3664;B_JFE95;1;Jules Ferry;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33096;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.841586, -0.580474;"{""coordinates"": [-0.580474, 44.841586], ""type"": ""Point""}";SV_ARRET_P.3325;3325;0;B_GAMQUI;9030;B_GAMQUI;1;Gambetta;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;2021-02-20T01:00:00+01:00;2021-02-20T01:00:00+01:00
