Geo Point;Geo Shape;gml_id;GID;GEOM_O;IDENT;NUMERO;GROUPE;NUMORDRE;LIBELLE;VEHICULE;SOURCE;TYPE;ACTIF;VOIRIE;INSEE;CDATE;MDATE
44.920953, -0.50215;"{""coordinates"": [-0.50215, 44.920953], ""type"": ""Point""}";SV_ARRET_P.547;547;0;B_CAM92_A;883;B_CAM92;1;La Campanie;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33003;2000-10-20T02:00:00+02:00;2008-05-31T02:00:00+02:00
44.853854, -0.5538;"{""coordinates"": [-0.5538, 44.853854], ""type"": ""Point""}";SV_ARRET_P.21;21;0;B_MOU03_R;38;B_MOU03;2;Fabrique Pola;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33063;2000-02-01T01:00:00+01:00;2005-06-15T02:00:00+02:00
44.951448, -0.606229;"{""coordinates"": [-0.606229, 44.951448], ""type"": ""Point""}";SV_ARRET_P.699;699;0;B_PRI58_R;1120;B_PRI58;2;Le Printemps;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33312;2000-09-27T02:00:00+02:00;2006-01-16T01:00:00+01:00
44.842246, -0.549848;"{""coordinates"": [-0.549848, 44.842246], ""type"": ""Point""}";SV_ARRET_P.3034;3034;0;B_ROU45_A;7541;B_ROU45;1;Le Rouzic;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;2015-08-31T02:00:00+02:00;2015-08-31T02:00:00+02:00
44.828307, -0.592558;"{""coordinates"": [-0.592558, 44.828307], ""type"": ""Point""}";SV_ARRET_P.379;379;0;B_XAI48_A;620;B_XAI48;1;Xaintrailles;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-11-25T01:00:00+01:00;1999-11-25T01:00:00+01:00
44.852431, -0.4876;"{""coordinates"": [-0.4876, 44.852431], ""type"": ""Point""}";SV_ARRET_P.392;392;0;B_DOM63_A;638;B_DOM63;1;Domaine du Gay;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33013;2000-04-25T02:00:00+02:00;2012-05-29T02:00:00+02:00
44.871166, -0.733891;"{""coordinates"": [-0.733891, 44.871166], ""type"": ""Point""}";SV_ARRET_P.1779;1779;0;B_SNP53_A;2993;B_SNP53;1;La Poudrerie;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;2012-09-03T02:00:00+02:00;2002-10-14T02:00:00+02:00
44.938329, -0.508984;"{""coordinates"": [-0.508984, 44.938329], ""type"": ""Point""}";SV_ARRET_P.2207;2207;0;B_PEL94_R;3930;B_PEL94;2;Pelet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.860126, -0.579034;"{""coordinates"": [-0.579034, 44.860126], ""type"": ""Point""}";SV_ARRET_P.2730;2730;0;B_TRI46_A;5959;B_TRI46;1;Trinité;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;2010-02-22T01:00:00+01:00;2018-12-03T01:00:00+01:00
44.87726, -0.568098;"{""coordinates"": [-0.568098, 44.87726], ""type"": ""Point""}";SV_ARRET_P.2455;2455;0;B_CCO38_R;5458;B_CCO38;2;Reinson;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2015-01-26T01:00:00+01:00;2008-03-25T01:00:00+01:00
44.855193, -0.571307;"{""coordinates"": [-0.571307, 44.855193], ""type"": ""Point""}";SV_ARRET_P.590;590;0;B_PIC01_R;951;B_PIC01;2;Picard;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;1999-08-03T02:00:00+02:00;2012-05-15T02:00:00+02:00
44.771211, -0.543932;"{""coordinates"": [-0.543932, 44.771211], ""type"": ""Point""}";SV_ARRET_P.1712;1712;0;B_VBOU02;2888;B_VBOU02;1;Villenave Bourg;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33550;1999-08-18T02:00:00+02:00;2006-01-03T01:00:00+01:00
44.831244, -0.665321;"{""coordinates"": [-0.665321, 44.831244], ""type"": ""Point""}";SV_ARRET_P.2532;2532;0;B_VIG01_R;5623;B_VIG01;2;ZI Chemin Long;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33281;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.878432, -0.675794;"{""coordinates"": [-0.675794, 44.878432], ""type"": ""Point""}";SV_ARRET_P.3113;3113;0;B_BER72_A;7876;B_BER72;1;Bernède;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33200;2016-12-19T01:00:00+01:00;2016-12-19T01:00:00+01:00
44.815676, -0.574024;"{""coordinates"": [-0.574024, 44.815676], ""type"": ""Point""}";SV_ARRET_P.1424;1424;0;B_BTO11_A;2400;B_BTO11;1;Boulevard Roosevelt;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.908565, -0.534997;"{""coordinates"": [-0.534997, 44.908565], ""type"": ""Point""}";SV_ARRET_P.1169;1169;0;B_DOU91_R;1923;B_DOU91;2;Richelieu;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33032;2010-02-22T01:00:00+01:00;2004-05-17T02:00:00+02:00
44.895429, -0.565323;"{""coordinates"": [-0.565323, 44.895429], ""type"": ""Point""}";SV_ARRET_P.2984;2984;0;B_BRI25_A;7338;B_BRI25;1;Parc des Expositions;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2015-01-26T01:00:00+01:00;2015-01-26T01:00:00+01:00
44.908578, -0.534896;"{""coordinates"": [-0.534896, 44.908578], ""type"": ""Point""}";SV_ARRET_P.1259;1259;0;B_DOU91_A;2090;B_DOU91;1;Richelieu;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33032;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.865199, -0.611915;"{""coordinates"": [-0.611915, 44.865199], ""type"": ""Point""}";SV_ARRET_P.696;696;0;B_RPA76_R;1116;B_RPA76;2;R.P.A La Bérengère;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33069;2000-09-14T02:00:00+02:00;2000-09-14T02:00:00+02:00
44.799241, -0.670145;"{""coordinates"": [-0.670145, 44.799241], ""type"": ""Point""}";SV_ARRET_P.2390;2390;0;B_ZAL44_R;5281;B_ZAL44;2;Cazalet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;2007-07-05T02:00:00+02:00;2010-07-07T02:00:00+02:00
44.935658, -0.514805;"{""coordinates"": [-0.514805, 44.935658], ""type"": ""Point""}";SV_ARRET_P.2192;2192;0;B_CLA92_A;3911;B_CLA92;1;Clanis;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.886488, -0.74139;"{""coordinates"": [-0.74139, 44.886488], ""type"": ""Point""}";SV_ARRET_P.59;59;0;B_CET71_A;112;B_CET71;1;Cerema;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33449;2015-01-26T01:00:00+01:00;2005-09-01T02:00:00+02:00
44.929724, -0.634302;"{""coordinates"": [-0.634302, 44.929724], ""type"": ""Point""}";SV_ARRET_P.1557;1557;0;B_CAY58_A;2650;B_CAY58;1;Caychac Bourg;BUS;SIG_KEOLIS;CLASSIQUE;0;HS_INTEGRAL;33056;2000-08-17T02:00:00+02:00;2006-03-02T01:00:00+01:00
44.846974, -0.511457;"{""coordinates"": [-0.511457, 44.846974], ""type"": ""Point""}";SV_ARRET_P.2091;2091;0;B_DUB05_A;3611;B_DUB05;1;Dubedout;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.875947, -0.50237;"{""coordinates"": [-0.50237, 44.875947], ""type"": ""Point""}";SV_ARRET_P.337;337;0;B_COC66_R;553;B_COC66;2;Jean Cocteau;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;2000-05-03T02:00:00+02:00;2000-05-03T02:00:00+02:00
44.919127, -0.634709;"{""coordinates"": [-0.634709, 44.919127], ""type"": ""Point""}";SV_ARRET_P.950;950;0;B_LAG58_A;1553;B_LAG58;1;Château Dillon;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33056;2016-12-19T01:00:00+01:00;2016-12-19T01:00:00+01:00
44.906241, -0.579986;"{""coordinates"": [-0.579986, 44.906241], ""type"": ""Point""}";SV_ARRET_P.2712;2712;0;B_GOL37_A;5932;B_GOL37;1;Golf de Bordeaux;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.856702, -0.63723;"{""coordinates"": [-0.63723, 44.856702], ""type"": ""Point""}";SV_ARRET_P.220;220;0;B_BLE51_A;375;B_BLE51;1;Bleuets;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;1999-09-07T02:00:00+02:00;1999-09-07T02:00:00+02:00
44.931898, -0.759838;"{""coordinates"": [-0.759838, 44.931898], ""type"": ""Point""}";SV_ARRET_P.1846;1846;0;B_BEC53_A;3085;B_BEC53;1;Allée des Bécasses;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33376;1999-08-30T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.852927, -0.614559;"{""coordinates"": [-0.614559, 44.852927], ""type"": ""Point""}";SV_ARRET_P.2685;2685;0;B_EGC33_R;5889;B_EGC33;2;Mairie de Caudéran - Germaine Tillion;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.842301, -0.549826;"{""coordinates"": [-0.549826, 44.842301], ""type"": ""Point""}";SV_ARRET_P.3035;3035;0;B_ROU45_R;7542;B_ROU45;2;Le Rouzic;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;2015-08-31T02:00:00+02:00;2015-08-31T02:00:00+02:00
44.863311, -0.509805;"{""coordinates"": [-0.509805, 44.863311], ""type"": ""Point""}";SV_ARRET_P.1239;1239;0;B_AMI62_A;2050;B_AMI62;1;Rue de l'Amitié;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33119;2000-02-09T01:00:00+01:00;2005-07-07T02:00:00+02:00
44.835793, -0.682262;"{""coordinates"": [-0.682262, 44.835793], ""type"": ""Point""}";SV_ARRET_P.1032;1032;0;B_MLI73_A;1697;B_MLI73;1;Martyrs de la Libération;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33281;2000-05-31T02:00:00+02:00;2005-09-01T02:00:00+02:00
44.954119, -0.497035;"{""coordinates"": [-0.497035, 44.954119], ""type"": ""Point""}";SV_ARRET_P.2199;2199;0;B_SDE93_A;3921;B_SDE93;1;Saint-Denis;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.910664, -0.687179;"{""coordinates"": [-0.687179, 44.910664], ""type"": ""Point""}";SV_ARRET_P.467;467;0;B_CGR37_R;744;B_CGR37;2;Cante-Gric;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33519;1999-09-02T02:00:00+02:00;1999-09-02T02:00:00+02:00
44.946238, -0.610133;"{""coordinates"": [-0.610133, 44.946238], ""type"": ""Point""}";SV_ARRET_P.745;745;0;B_RUG58_R;1190;B_RUG58;2;Rue de la Gare;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33312;2000-09-27T02:00:00+02:00;2000-09-27T02:00:00+02:00
44.793386, -0.615209;"{""coordinates"": [-0.615209, 44.793386], ""type"": ""Point""}";SV_ARRET_P.3247;3247;0;B_STAPS_R;8712;B_STAPS;2;STAPS;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33318;2019-11-04T01:00:00+01:00;2019-11-04T01:00:00+01:00
44.866409, -0.498188;"{""coordinates"": [-0.498188, 44.866409], ""type"": ""Point""}";SV_ARRET_P.1061;1061;0;B_LAL63_R;1742;B_LAL63;2;La Lande;BUS;SAEIV_BUS;CLASSIQUE;0;HS_SEMI_INTEGRE;33013;2000-04-26T02:00:00+02:00;2000-04-26T02:00:00+02:00
44.880556, -0.49798;"{""coordinates"": [-0.49798, 44.880556], ""type"": ""Point""}";SV_ARRET_P.2329;2329;0;B_DOMR66;4732;B_DOMR66;1;Domaine du Manoir;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.778267, -0.53576;"{""coordinates"": [-0.53576, 44.778267], ""type"": ""Point""}";SV_ARRET_P.3167;3167;0;B_BUI89_A;8133;B_BUI89;1;Les Buis;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33550;2018-01-08T01:00:00+01:00;2018-01-08T01:00:00+01:00
44.896961, -0.721862;"{""coordinates"": [-0.721862, 44.896961], ""type"": ""Point""}";SV_ARRET_P.3184;3184;0;B_GROU55;8248;B_GROU55;1;Gare Routière;BUS;SAEIV_BUS;FICTIF;0;VOIE_PROTEGEE;33449;2026-05-17T02:00:00+02:00;2026-05-16T05:52:32+02:00
44.950821, -0.599912;"{""coordinates"": [-0.599912, 44.950821], ""type"": ""Point""}";SV_ARRET_P.2466;2466;0;B_VAS77_R;5475;B_VAS77;2;Parc des Oliviers;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33312;2016-12-19T01:00:00+01:00;2008-03-25T01:00:00+01:00
44.821201, -0.513391;"{""coordinates"": [-0.513391, 44.821201], ""type"": ""Point""}";SV_ARRET_P.990;990;0;B_PBO07_R;1630;B_PBO07;2;Pont de Bouliac;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33065;2000-01-28T01:00:00+01:00;2021-10-29T02:00:00+02:00
44.873433, -0.51433;"{""coordinates"": [-0.51433, 44.873433], ""type"": ""Point""}";SV_ARRET_P.2796;2796;0;B_DUB32_R;6423;B_DUB32;2;Du Bellay;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33249;2011-03-28T02:00:00+02:00;2011-03-28T02:00:00+02:00
44.910413, -0.677371;"{""coordinates"": [-0.677371, 44.910413], ""type"": ""Point""}";SV_ARRET_P.1533;1533;0;B_BOR37_A;2600;B_BOR37;1;Bois des Ormes;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33519;1999-09-02T02:00:00+02:00;1998-12-09T01:00:00+01:00
44.863244, -0.484217;"{""coordinates"": [-0.484217, 44.863244], ""type"": ""Point""}";SV_ARRET_P.672;672;0;B_VER64_R;1085;B_VER64;2;Verdot;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33013;2000-04-26T02:00:00+02:00;2000-04-26T02:00:00+02:00
44.827591, -0.591841;"{""coordinates"": [-0.591841, 44.827591], ""type"": ""Point""}";SV_ARRET_P.1079;1079;0;B_GEO47_R;1771;B_GEO47;2;Xaintrailles;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-08-10T02:00:00+02:00;2001-06-05T02:00:00+02:00
44.901415, -0.617646;"{""coordinates"": [-0.617646, 44.901415], ""type"": ""Point""}";SV_ARRET_P.87;87;0;B_4PO58_R;156;B_4PO58;2;Les 4 Ponts;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33056;2000-09-27T02:00:00+02:00;2000-09-27T02:00:00+02:00
44.830474, -0.571191;"{""coordinates"": [-0.571191, 44.830474], ""type"": ""Point""}";SV_ARRET_P.2073;2073;0;B_VIC22_A;3550;B_VIC22;1;Victoire (Marne);BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2004-07-03T02:00:00+02:00;2011-09-09T02:00:00+02:00
44.787365, -0.56768;"{""coordinates"": [-0.56768, 44.787365], ""type"": ""Point""}";SV_ARRET_P.2568;2568;0;B_GME34_A;5684;B_GME34;1;Lycée Vaclav Havel;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33550;2015-01-26T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.895419, -0.72616;"{""coordinates"": [-0.72616, 44.895419], ""type"": ""Point""}";SV_ARRET_P.2018;2018;0;B_CIM71_R;3356;B_CIM71;2;Cimetière Balanguey;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;2000-05-09T02:00:00+02:00;2000-05-09T02:00:00+02:00
44.847184, -0.622348;"{""coordinates"": [-0.622348, 44.847184], ""type"": ""Point""}";SV_ARRET_P.478;478;0;B_DEV16_R;769;B_DEV16;2;Deveaux;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-07-16T02:00:00+02:00;2005-10-19T02:00:00+02:00
44.90553, -0.724891;"{""coordinates"": [-0.724891, 44.90553], ""type"": ""Point""}";SV_ARRET_P.2304;2304;0;B_ZOL82_A;4216;B_ZOL82;1;Zola;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33376;2004-07-03T02:00:00+02:00;2015-09-11T02:00:00+02:00
44.877037, -0.534506;"{""coordinates"": [-0.534506, 44.877037], ""type"": ""Point""}";SV_ARRET_P.1106;1106;0;B_BRI03_A;1809;B_BRI03;1;Lormont Bas (A. Briand);BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33249;2005-07-07T02:00:00+02:00;2013-03-18T01:00:00+01:00
44.792058, -0.621389;"{""coordinates"": [-0.621389, 44.792058], ""type"": ""Point""}";SV_ARRET_P.363;363;0;B_VI443_A;590;B_VI443;1;Village 4;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33318;1999-08-10T02:00:00+02:00;1999-08-10T02:00:00+02:00
45.009989, -0.530815;"{""coordinates"": [-0.530815, 45.009989], ""type"": ""Point""}";SV_ARRET_P.3056;3056;0;B_DELA91;7569;B_DELA91;1;Delacroix;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33004;2015-08-31T02:00:00+02:00;2015-08-31T02:00:00+02:00
44.88193, -0.526042;"{""coordinates"": [-0.526042, 44.88193], ""type"": ""Point""}";SV_ARRET_P.866;866;0;B_MAG03_A;1403;B_MAG03;1;Magendie;BUS;SAEIV_BUS;CLASSIQUE;0;VOIE_PROTEGEE;33249;2000-02-01T01:00:00+01:00;2000-02-01T01:00:00+01:00
44.886731, -0.549595;"{""coordinates"": [-0.549595, 44.886731], ""type"": ""Point""}";SV_ARRET_P.2280;2280;0;B_3CA58_R;4061;B_3CA58;2;Les 3 Cardinaux;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33063;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.807744, -0.547389;"{""coordinates"": [-0.547389, 44.807744], ""type"": ""Point""}";SV_ARRET_P.1504;1504;0;B_14J23_R;2549;B_14J23;2;14 Juillet;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33039;1999-11-18T01:00:00+01:00;2010-05-11T02:00:00+02:00
44.833319, -0.549435;"{""coordinates"": [-0.549435, 44.833319], ""type"": ""Point""}";SV_ARRET_P.1107;1107;0;B_SEM06_R;1811;B_SEM06;2;Sembat;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33063;2000-01-28T01:00:00+01:00;2005-09-29T02:00:00+02:00
44.9283, -0.477134;"{""coordinates"": [-0.477134, 44.9283], ""type"": ""Point""}";SV_ARRET_P.1329;1329;0;B_TEM94_R;2201;B_TEM94;2;Templiers;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.859656, -0.53976;"{""coordinates"": [-0.53976, 44.859656], ""type"": ""Point""}";SV_ARRET_P.747;747;0;B_ARI03_R;1192;B_ARI03;2;André Ricard;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;2004-07-03T02:00:00+02:00;2013-03-18T01:00:00+01:00
44.805208, -0.62606;"{""coordinates"": [-0.62606, 44.805208], ""type"": ""Point""}";SV_ARRET_P.3308;3308;0;B_CAR87_R;8961;B_CAR87;2;Cardinal;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33318;2020-08-31T02:00:00+02:00;2020-08-31T02:00:00+02:00
44.859237, -0.58231;"{""coordinates"": [-0.58231, 44.859237], ""type"": ""Point""}";SV_ARRET_P.1474;1474;0;B_EUR15_A;2489;B_EUR15;1;Place de l'Europe;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;1999-09-07T02:00:00+02:00;2018-08-20T02:00:00+02:00
44.861527, -0.641801;"{""coordinates"": [-0.641801, 44.861527], ""type"": ""Point""}";SV_ARRET_P.1996;1996;0;B_GLO36_A;3319;B_GLO36;1;Le Grand Louis;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33162;2010-02-22T01:00:00+01:00;2000-01-01T01:00:00+01:00
44.800486, -0.657833;"{""coordinates"": [-0.657833, 44.800486], ""type"": ""Point""}";SV_ARRET_P.1640;1640;0;B_XAR46_R;2784;B_XAR46;2;Xavier Arnozan;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-08-30T02:00:00+02:00;2005-12-26T01:00:00+01:00
44.9293, -0.508672;"{""coordinates"": [-0.508672, 44.9293], ""type"": ""Point""}";SV_ARRET_P.1382;1382;0;B_JAB94_R;2288;B_JAB94;2;Jambes;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.834939, -0.574211;"{""coordinates"": [-0.574211, 44.834939], ""type"": ""Point""}";SV_ARRET_P.2554;2554;0;B_MUS24_R;5661;B_MUS24;2;Musée d'Aquitaine;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.8808, -0.497945;"{""coordinates"": [-0.497945, 44.8808], ""type"": ""Point""}";SV_ARRET_P.2330;2330;0;B_DOMA66;4733;B_DOMA66;1;Domaine du Manoir;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.927286, -0.465051;"{""coordinates"": [-0.465051, 44.927286], ""type"": ""Point""}";SV_ARRET_P.2042;2042;0;B_CXN94_R;3450;B_CXN94;2;La Croix Noire;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2001-01-08T01:00:00+01:00;2006-04-19T02:00:00+02:00
44.77399, -0.528887;"{""coordinates"": [-0.528887, 44.77399], ""type"": ""Point""}";SV_ARRET_P.2588;2588;0;B_COJ36_A;5714;B_COJ36;1;Courréjean;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33550;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.781844, -0.624033;"{""coordinates"": [-0.624033, 44.781844], ""type"": ""Point""}";SV_ARRET_P.284;284;0;B_RPE42_R;468;B_RPE42;2;Cotor Laburthe;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33192;2013-09-02T02:00:00+02:00;2013-09-02T02:00:00+02:00
44.805197, -0.616729;"{""coordinates"": [-0.616729, 44.805197], ""type"": ""Point""}";SV_ARRET_P.51;51;0;B_RDP84_A;103;B_RDP84;1;Rond-Point;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-08-30T02:00:00+02:00;2010-02-22T01:00:00+01:00
44.822177, -0.60621;"{""coordinates"": [-0.60621, 44.822177], ""type"": ""Point""}";SV_ARRET_P.3177;3177;0;B_CAM24_A;8201;B_CAM24;1;Campus Carreire;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33063;2018-05-14T02:00:00+02:00;2018-05-14T02:00:00+02:00
44.898677, -0.531926;"{""coordinates"": [-0.531926, 44.898677], ""type"": ""Point""}";SV_ARRET_P.1124;1124;0;B_BAR91_R;1838;B_BAR91;2;La Baranquine;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33032;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.791311, -0.531721;"{""coordinates"": [-0.531721, 44.791311], ""type"": ""Point""}";SV_ARRET_P.2573;2573;0;B_ARCI34;5689;B_ARCI34;1;Rives d'Arcins;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33039;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.838651, -0.62423;"{""coordinates"": [-0.62423, 44.838651], ""type"": ""Point""}";SV_ARRET_P.780;780;0;B_MRA50_R;1253;B_MRA50;2;Monrabeau;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33281;1999-08-04T02:00:00+02:00;2000-08-02T02:00:00+02:00
44.782189, -0.566098;"{""coordinates"": [-0.566098, 44.782189], ""type"": ""Point""}";SV_ARRET_P.215;215;0;B_MAY20_A;370;B_MAY20;1;Villenave Centre (Pont de la Maye);BUS;SAEIV_BUS;CLASSIQUE;1;QUAI;33550;2019-02-04T01:00:00+01:00;2018-11-19T01:00:00+01:00
44.924554, -0.484221;"{""coordinates"": [-0.484221, 44.924554], ""type"": ""Point""}";SV_ARRET_P.1134;1134;0;B_AMB94_A;1853;B_AMB94;1;Ambarès Eglise;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.773497, -0.620965;"{""coordinates"": [-0.620965, 44.773497], ""type"": ""Point""}";SV_ARRET_P.2149;2149;0;B_ERM43_A;3809;B_ERM43;1;L'Ermitage;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33192;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.809196, -0.66292;"{""coordinates"": [-0.66292, 44.809196], ""type"": ""Point""}";SV_ARRET_P.1887;1887;0;B_SOC80_R;3144;B_SOC80;2;Socrate;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-09-01T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.887558, -0.546845;"{""coordinates"": [-0.546845, 44.887558], ""type"": ""Point""}";SV_ARRET_P.940;940;0;B_BAR38_R;1533;B_BAR38;2;Barrès;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33063;1999-07-05T02:00:00+02:00;1998-08-31T02:00:00+02:00
44.859368, -0.685076;"{""coordinates"": [-0.685076, 44.859368], ""type"": ""Point""}";SV_ARRET_P.2227;2227;0;B_GES82_R;3970;B_GES82;2;Berles;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33200;2003-04-28T02:00:00+02:00;2017-05-13T02:00:00+02:00
44.825493, -0.572546;"{""coordinates"": [-0.572546, 44.825493], ""type"": ""Point""}";SV_ARRET_P.1425;1425;0;B_FON20_R;2403;B_FON20;2;Fonfrède;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-07-16T02:00:00+02:00;2010-05-25T02:00:00+02:00
